step,rl-loss,episode
54,0,0
2334,0.16705770790576935,100
4755,0.070410817861557,200
7247,0.08132681250572205,300
9755,0.06151990592479706,400
12076,0.1367400735616684,500
14589,0.11640265583992004,600
17094,0.12422950565814972,700
19227,0.041915442794561386,800
21619,0.0631815642118454,900
23954,0.05542673170566559,1000
26314,0.03905310481786728,1100
28793,0.06357024610042572,1200
30776,0.018364587798714638,1300
33244,0.02261650189757347,1400
35509,0.07395815849304199,1500
37738,0.05697645619511604,1600
39984,0.022484682500362396,1700
42310,0.037006933242082596,1800
44658,0.04454634338617325,1900
47182,0.08013176172971725,2000
49250,0.07346196472644806,2100
51509,0.06247623264789581,2200
54026,0.07465643435716629,2300
56778,0.10907462239265442,2400
58859,0.07958266884088516,2500
61276,0.029936056584119797,2600
63511,0.055585913360118866,2700
66242,0.02967960573732853,2800
68744,0.075834721326828,2900
71043,0.1073991134762764,3000
73637,0.20296108722686768,3100
75976,0.08544929325580597,3200
78176,0.19724774360656738,3300
80661,0.1556447148323059,3400
83054,0.2108953297138214,3500
85317,0.533193826675415,3600
87762,0.12531740963459015,3700
89950,0.2602972984313965,3800
92249,0.4437781572341919,3900
94619,1.0551426410675049,4000
96918,0.6287603378295898,4100
99506,0.6497150659561157,4200
101714,0.36245736479759216,4300
103916,0.6298050284385681,4400
106283,0.4038866460323334,4500
108723,0.689253032207489,4600
111025,0.5124731063842773,4700
113162,0.48627734184265137,4800
115741,0.5724892616271973,4900
118150,0.7603121995925903,5000
120551,0.7426807880401611,5100
122960,0.4946042597293854,5200
125462,0.41906988620758057,5300
127587,0.19809237122535706,5400
129982,0.2530806064605713,5500
132454,0.15539808571338654,5600
134617,0.6780880689620972,5700
136844,0.38173621892929077,5800
139293,0.27016565203666687,5900
141609,0.3337007462978363,6000
143849,0.2541111707687378,6100
146073,0.31867077946662903,6200
148235,0.16521230340003967,6300
150749,0.13784533739089966,6400
153087,0.16447749733924866,6500
155338,0.05202719196677208,6600
157891,0.08712270110845566,6700
160430,0.05383631959557533,6800
162664,0.038474325090646744,6900
164916,0.10990435630083084,7000
167142,0.08279764652252197,7100
169368,0.13251125812530518,7200
171833,0.13043689727783203,7300
174228,0.02821393869817257,7400
176693,0.20609596371650696,7500
178834,0.09822137653827667,7600
181084,0.05137069523334503,7700
183553,0.02978033572435379,7800
186177,0.011175153777003288,7900
188621,0.02064669318497181,8000
190923,0.0651298463344574,8100
193140,0.021284809336066246,8200
195250,0.058924075216054916,8300
197595,0.013985063880681992,8400
200268,0.025428978726267815,8500
202557,0.054818227887153625,8600
204848,0.10549448430538177,8700
207034,0.11334206908941269,8800
209070,0.05138300731778145,8900
211334,0.022314511239528656,9000
213411,0.10187820345163345,9100
215794,0.011208020150661469,9200
218226,0.023885320872068405,9300
220686,0.11103253811597824,9400
223284,0.009650061838328838,9500
225759,0.11987211555242538,9600
228168,0.014906425029039383,9700
230331,0.029274992644786835,9800
232638,0.08238919824361801,9900
