episode,reward
0,0.04
100,-0.04
200,-0.12
300,0.06
400,0.0
500,0.1
600,0.0
700,0.12
800,0.2
900,0.08
1000,0.14
1100,0.12
1200,-0.02
1300,0.1
1400,0.06
1500,0.06
1600,0.02
1700,-0.06
1800,0.2
1900,-0.02
2000,0.06
2100,0.16
2200,0.02
2300,-0.02
2400,-0.08
2500,0.24
2600,0.02
2700,0.0
2800,-0.02
2900,0.02
3000,0.0
3100,0.1
3200,0.08
3300,0.0
3400,0.1
3500,-0.04
3600,-0.18
3700,0.04
3800,0.04
3900,-0.1
4000,0.1
4100,-0.14
4200,0.14
4300,-0.18
4400,0.1
4500,0.02
4600,0.06
4700,0.22
4800,0.12
4900,0.04
