episode,reward
0,0.04
100,-0.08
200,-0.08
300,-0.06
400,-0.04
500,-0.02
600,0.12
700,0.0
800,0.08
900,0.02
1000,0.06
1100,-0.12
1200,0.1
1300,0.06
1400,0.04
1500,-0.2
1600,0.0
1700,0.08
1800,0.04
1900,-0.06
2000,0.16
2100,-0.02
2200,0.14
2300,0.0
2400,-0.02
2500,-0.1
2600,0.06
2700,0.06
2800,-0.16
2900,0.0
3000,0.14
3100,0.0
3200,-0.06
3300,-0.04
3400,0.1
3500,-0.04
3600,0.06
3700,0.0
3800,-0.04
3900,-0.24
4000,-0.06
4100,-0.04
4200,0.02
4300,-0.06
4400,0.14
4500,-0.06
4600,-0.12
4700,0.04
4800,0.16
4900,0.04
