episode,reward
0,0.04
100,-0.02
200,-0.04
300,-0.08
400,-0.02
500,0.02
600,0.08
700,-0.12
800,0.14
900,0.06
1000,0.02
1100,-0.08
1200,-0.04
1300,0.1
1400,0.04
1500,0.1
1600,-0.18
1700,0.08
1800,-0.02
1900,0.04
2000,0.18
2100,0.04
2200,-0.08
2300,0.0
2400,0.06
2500,-0.1
2600,0.08
2700,0.12
2800,0.2
2900,-0.04
3000,0.02
3100,0.22
3200,-0.14
3300,0.04
3400,0.02
3500,-0.14
3600,-0.1
3700,-0.1
3800,0.02
3900,0.06
4000,-0.04
4100,0.08
4200,0.04
4300,-0.16
4400,0.02
4500,-0.02
4600,0.06
4700,-0.02
4800,0.1
4900,-0.02
