episode,reward
0,0.04
100,0.1
200,0.04
300,0.0
400,-0.14
500,0.14
600,-0.02
700,-0.02
800,0.0
900,-0.04
1000,0.1
1100,0.02
1200,0.06
1300,-0.02
1400,0.12
1500,-0.16
1600,0.12
1700,-0.04
1800,0.16
1900,-0.1
2000,-0.06
2100,0.08
2200,0.02
2300,-0.14
2400,0.1
2500,0.02
2600,-0.04
2700,0.18
2800,-0.12
2900,0.04
3000,0.04
3100,0.04
3200,0.0
3300,-0.18
3400,0.02
3500,-0.06
3600,0.12
3700,0.02
3800,0.1
3900,0.08
4000,0.06
4100,0.04
4200,0.12
4300,0.12
4400,-0.16
4500,0.04
4600,0.18
4700,0.04
4800,-0.02
4900,-0.04
