episode,reward
0,0.04
100,-0.12
200,0.08
300,-0.16
400,0.04
500,-0.02
600,0.12
700,0.08
800,0.26
900,-0.02
1000,0.12
1100,0.12
1200,-0.04
1300,-0.14
1400,0.16
1500,-0.18
1600,0.06
1700,-0.04
1800,0.26
1900,-0.04
2000,-0.02
2100,0.0
2200,-0.06
2300,0.04
2400,-0.02
2500,-0.02
2600,-0.14
2700,0.24
2800,-0.04
2900,0.06
3000,0.0
3100,0.02
3200,-0.08
3300,0.2
3400,-0.04
3500,0.1
3600,0.0
3700,-0.02
3800,0.02
3900,0.08
4000,0.08
4100,0.1
4200,-0.02
4300,-0.02
4400,0.06
4500,0.08
4600,0.16
4700,0.12
4800,-0.02
4900,0.02
