# _tick,_time,frames,mean_episode_return_0,loss_0,mean_episode_return_1,loss_1
0,1745228600.98173,0,0.09090909361839294,1.0,0,0
1,1745228600.9847221,3200,0.09090909361839294,1.0,-0.05882352963089943,1.0
2,1745228603.8579876,6400,0.056092843413352966,0.9995110630989075,-0.05882352963089943,1.0
3,1745228604.1028924,9600,0.056092843413352966,0.9995110630989075,-0.05388728901743889,0.9992428421974182
4,1745228607.7290573,12800,0.0035788025707006454,1.0003587007522583,-0.05388728901743889,0.9992428421974182
5,1745228607.978392,16000,0.0035788025707006454,1.0003587007522583,-0.006939351558685303,1.0019629001617432
6,1745228611.2603781,19200,-0.002488311380147934,0.9999476671218872,-0.006939351558685303,1.0019629001617432
7,1745228611.4066362,22400,-0.002488311380147934,0.9999476671218872,-0.001732291653752327,0.9998895525932312
8,1745228614.6340454,25600,-0.0034294978249818087,0.9996832013130188,-0.001732291653752327,0.9998895525932312
9,1745228614.9385242,28800,-0.0034294978249818087,0.9996832013130188,-0.0013858333695679903,0.9999471306800842
10,1745228618.0380812,32000,0.00709233433008194,0.9998922348022461,-0.0013858333695679903,0.9999471306800842
11,1745228618.4040394,35200,0.00709233433008194,0.9998922348022461,-0.006205365061759949,1.0001832246780396
12,1745228621.4013739,38400,0.011449714191257954,0.9997075200080872,-0.006205365061759949,1.0001832246780396
13,1745228621.6877038,41600,0.011449714191257954,0.9997075200080872,-0.012726292945444584,0.9998793601989746
14,1745228624.513423,44800,0.0006901407614350319,1.0006150007247925,-0.012726292945444584,0.9998793601989746
15,1745228625.0305943,48000,0.0006901407614350319,1.0006150007247925,-0.003992648795247078,1.0007743835449219
16,1745228627.8706434,51200,0.002271833596751094,1.0000519752502441,-0.003992648795247078,1.0007743835449219
