episode,reward
0,0.04
100,0.2
200,0.06
300,-0.06
400,0.1
500,0.02
600,0.14
700,0.14
800,-0.22
900,0.06
1000,-0.1
1100,0.24
1200,0.04
1300,-0.08
1400,-0.18
1500,-0.02
1600,0.08
1700,0.04
1800,0.1
1900,-0.08
2000,0.02
2100,-0.08
2200,0.08
2300,-0.02
2400,0.14
2500,-0.04
2600,0.08
2700,0.12
2800,0.04
2900,-0.1
3000,0.0
3100,0.04
3200,-0.02
3300,0.14
3400,0.18
3500,0.0
3600,0.16
3700,-0.02
3800,-0.1
3900,-0.1
4000,0.04
4100,0.2
4200,0.1
4300,0.2
4400,-0.1
4500,0.16
4600,-0.06
4700,0.0
4800,-0.06
4900,0.16
