episode,reward
0,0.04
100,0.06
200,-0.1
300,-0.16
400,-0.12
500,0.1
600,-0.08
700,0.02
800,-0.08
900,-0.04
1000,0.0
1100,0.1
1200,0.02
1300,-0.1
1400,-0.04
1500,-0.08
1600,0.1
1700,-0.02
1800,0.04
1900,0.06
2000,0.08
2100,-0.1
2200,0.0
2300,0.04
2400,-0.02
2500,-0.04
2600,0.22
2700,0.22
2800,0.08
2900,0.04
3000,-0.02
3100,-0.1
3200,-0.02
3300,0.18
3400,0.12
3500,-0.24
3600,0.14
3700,-0.06
3800,-0.16
3900,0.02
4000,-0.12
4100,0.16
4200,-0.02
4300,0.06
4400,0.22
4500,-0.06
4600,-0.1
4700,0.16
4800,0.08
4900,0.16
