episode,reward
0,0.04
100,0.08
200,-0.14
300,-0.04
400,0.04
500,0.0
600,-0.02
700,0.04
800,-0.08
900,0.16
1000,0.08
1100,-0.2
1200,0.0
1300,0.08
1400,0.12
1500,0.02
1600,0.16
1700,0.2
1800,0.04
1900,0.08
2000,0.08
2100,-0.06
2200,-0.16
2300,-0.02
2400,-0.02
2500,0.04
2600,0.02
2700,0.16
2800,0.04
2900,0.38
3000,0.02
3100,0.16
3200,0.24
3300,-0.1
3400,0.02
3500,0.1
3600,0.02
3700,-0.02
3800,0.0
3900,0.0
4000,-0.04
4100,-0.18
4200,-0.08
4300,-0.02
4400,0.04
4500,0.18
4600,0.06
4700,-0.04
4800,-0.1
4900,-0.1
