episode,reward
0,0.04
100,0.0
200,0.0
300,0.0
400,-0.02
500,0.08
600,0.16
700,0.1
800,0.1
900,0.0
1000,0.06
1100,-0.1
1200,-0.1
1300,0.14
1400,-0.02
1500,-0.14
1600,-0.12
1700,0.0
1800,-0.04
1900,-0.1
2000,-0.08
2100,-0.08
2200,0.04
2300,-0.04
2400,0.14
2500,0.14
2600,-0.04
2700,-0.06
2800,0.0
2900,-0.02
3000,-0.04
3100,0.08
3200,0.02
3300,0.04
3400,0.06
3500,0.02
3600,0.0
3700,0.06
3800,-0.12
3900,0.0
4000,-0.04
4100,-0.14
4200,-0.08
4300,-0.06
4400,0.04
4500,-0.12
4600,-0.08
4700,0.08
4800,-0.1
4900,-0.02
