episode,reward
0,0.04
100,0.04
200,-0.14
300,0.12
400,0.12
500,0.02
600,0.14
700,0.0
800,-0.12
900,-0.06
1000,0.26
1100,0.08
1200,0.22
1300,0.02
1400,0.1
1500,0.1
1600,0.08
1700,-0.02
1800,0.1
1900,-0.08
2000,0.0
2100,-0.04
2200,-0.04
2300,0.16
2400,0.02
2500,-0.14
2600,-0.02
2700,0.12
2800,0.14
2900,-0.04
3000,0.2
3100,0.06
3200,-0.2
3300,-0.06
3400,0.1
3500,0.04
3600,-0.06
3700,-0.14
3800,0.08
3900,0.2
4000,-0.1
4100,0.06
4200,0.04
4300,0.1
4400,0.06
4500,-0.04
4600,0.02
4700,-0.04
4800,0.08
4900,-0.06
