episode,reward
0,0.04
100,0.04
200,0.12
300,0.04
400,0.02
500,0.22
600,-0.12
700,0.06
800,-0.08
900,-0.18
1000,0.08
1100,-0.06
1200,-0.02
1300,0.2
1400,-0.08
1500,-0.12
1600,0.04
1700,-0.14
1800,0.08
1900,-0.04
2000,-0.22
2100,0.02
2200,-0.32
2300,0.06
2400,0.04
2500,-0.12
2600,-0.04
2700,0.24
2800,0.18
2900,0.14
3000,0.0
3100,-0.06
3200,0.08
3300,-0.14
3400,0.04
3500,0.02
3600,0.02
3700,0.04
3800,0.08
3900,-0.04
4000,-0.14
4100,-0.04
4200,0.08
4300,0.0
4400,0.02
4500,0.04
4600,-0.06
4700,-0.02
4800,0.04
4900,0.04
