episode,reward
0,0.04
100,0.16
200,-0.04
300,0.04
400,0.0
500,0.08
600,0.12
700,0.04
800,0.0
900,0.08
1000,0.1
1100,-0.04
1200,-0.02
1300,0.22
1400,0.0
1500,0.1
1600,0.06
1700,0.0
1800,0.0
1900,0.02
2000,0.0
2100,0.0
2200,0.0
2300,0.18
2400,-0.04
2500,0.06
2600,0.0
2700,0.08
2800,0.0
2900,-0.04
3000,0.1
3100,0.0
3200,0.02
3300,0.0
3400,0.04
3500,0.16
3600,-0.02
3700,-0.14
3800,0.1
3900,-0.04
4000,0.02
4100,0.02
4200,0.02
4300,0.1
4400,0.16
4500,-0.24
4600,-0.04
4700,-0.06
4800,-0.06
4900,0.16
