episode,reward
0,0.04
100,0.12
200,-0.18
300,0.16
400,-0.08
500,-0.14
600,-0.06
700,0.0
800,-0.08
900,0.08
1000,0.1
1100,-0.06
1200,0.12
1300,0.0
1400,-0.04
1500,0.0
1600,0.12
1700,-0.06
1800,-0.16
1900,0.06
2000,0.02
2100,0.08
2200,-0.1
2300,0.14
2400,0.14
2500,0.1
2600,-0.04
2700,0.0
2800,-0.04
2900,0.12
3000,0.0
3100,0.04
3200,-0.02
3300,-0.06
3400,0.14
3500,0.02
3600,-0.02
3700,0.0
3800,0.02
3900,0.14
4000,0.08
4100,0.1
4200,0.16
4300,0.06
4400,0.0
4500,-0.02
4600,0.06
4700,0.14
4800,-0.04
4900,0.06
