episode,reward
0,0.04
100,-0.02
200,-0.08
300,0.02
400,0.0
500,-0.04
600,-0.04
700,-0.02
800,0.0
900,-0.1
1000,0.0
1100,0.08
1200,0.02
1300,0.12
1400,-0.04
1500,-0.1
1600,0.02
1700,-0.14
1800,0.04
1900,-0.1
2000,-0.08
2100,0.06
2200,0.0
2300,0.04
2400,-0.04
2500,0.16
2600,-0.14
2700,-0.06
2800,0.1
2900,0.3
3000,0.1
3100,-0.16
3200,-0.12
3300,0.02
3400,0.1
3500,0.06
3600,-0.02
3700,0.08
3800,-0.14
3900,0.04
4000,0.12
4100,-0.04
4200,0.0
4300,-0.18
4400,0.06
4500,0.12
4600,0.22
4700,0.24
4800,0.24
4900,0.14
5000,-0.06
5100,0.04
5200,0.02
5300,0.14
5400,0.02
5500,-0.02
5600,-0.18
5700,0.18
5800,0.06
5900,0.04
6000,0.0
6100,0.16
6200,-0.08
6300,-0.02
6400,0.04
6500,0.02
6600,-0.06
6700,-0.02
6800,0.1
6900,-0.06
7000,0.02
7100,-0.12
7200,0.18
7300,-0.04
7400,0.0
7500,0.06
7600,-0.06
7700,0.14
7800,-0.08
7900,0.06
8000,0.04
8100,0.2
8200,0.12
8300,0.18
8400,0.3
8500,0.14
8600,-0.04
8700,-0.08
8800,0.12
8900,0.22
9000,0.04
9100,0.08
9200,-0.04
9300,-0.22
9400,0.02
9500,0.26
9600,-0.08
9700,-0.02
9800,-0.12
9900,0.02
