episode,reward
0,0.04
100,0.12
200,0.1
300,0.16
400,-0.14
500,-0.02
600,0.06
700,-0.12
800,0.02
900,0.02
1000,-0.02
1100,0.14
1200,0.18
1300,0.02
1400,0.1
1500,-0.16
1600,0.06
1700,-0.08
1800,0.0
1900,0.12
2000,-0.18
2100,-0.12
2200,0.04
2300,-0.02
2400,0.12
2500,0.02
2600,0.2
2700,0.04
2800,-0.06
2900,-0.16
3000,0.02
3100,-0.12
3200,-0.06
3300,-0.08
3400,-0.04
3500,-0.02
3600,0.18
3700,-0.02
3800,-0.04
3900,-0.16
4000,0.08
4100,-0.08
4200,0.06
4300,0.02
4400,0.18
4500,-0.06
4600,0.04
4700,0.12
4800,0.02
4900,-0.08
