episode,reward
0,0.04
100,-0.24
200,0.02
300,0.02
400,0.1
500,-0.02
600,0.02
700,0.04
800,-0.08
900,0.16
1000,0.06
1100,-0.04
1200,0.02
1300,-0.06
1400,0.06
1500,0.04
1600,-0.06
1700,0.22
1800,-0.1
1900,-0.16
2000,-0.08
2100,0.08
2200,0.12
2300,0.18
2400,0.06
2500,0.1
2600,0.08
2700,0.08
2800,-0.06
2900,0.0
3000,0.14
3100,0.02
3200,0.0
3300,0.04
3400,0.06
3500,0.0
3600,0.18
3700,0.02
3800,0.1
3900,0.14
4000,0.1
4100,0.12
4200,-0.04
4300,0.14
4400,-0.1
4500,-0.04
4600,0.06
4700,-0.12
4800,0.04
4900,0.06
