episode,reward
0,-0.16
100,-0.08
200,-0.1
300,-0.06
400,-0.06
500,-0.04
600,0.02
700,0.08
800,-0.06
900,0.04
1000,-0.06
1100,0.16
1200,0.08
1300,-0.08
1400,-0.06
1500,0.06
1600,-0.1
1700,0.0
1800,-0.08
1900,0.16
2000,-0.08
2100,-0.18
2200,0.16
2300,0.1
2400,-0.02
2500,0.02
2600,0.06
2700,-0.06
2800,0.06
2900,0.0
