episode,reward
0,0.04
100,-0.12
200,-0.04
300,0.14
400,0.04
500,-0.06
600,-0.04
700,0.14
800,-0.04
900,0.1
1000,0.0
1100,0.22
1200,-0.12
1300,0.12
1400,0.04
1500,-0.18
1600,0.08
1700,0.06
1800,0.16
1900,-0.1
2000,-0.04
2100,-0.08
2200,-0.06
2300,-0.06
2400,0.06
2500,-0.12
2600,-0.1
2700,-0.02
2800,-0.02
2900,-0.06
3000,0.04
3100,0.14
3200,0.22
3300,0.08
3400,-0.06
3500,0.08
3600,0.08
3700,0.08
3800,-0.02
3900,0.1
4000,-0.04
4100,-0.02
4200,-0.06
4300,-0.14
4400,0.16
4500,0.14
4600,0.12
4700,0.22
4800,-0.02
4900,0.02
