episode,reward
0,0.04
100,0.04
200,-0.06
300,0.02
400,-0.22
500,-0.1
600,0.14
700,0.02
800,-0.18
900,-0.06
1000,-0.02
1100,0.12
1200,-0.1
1300,0.1
1400,-0.1
1500,-0.04
1600,-0.2
1700,0.06
1800,-0.08
1900,-0.08
2000,-0.04
2100,0.06
2200,0.0
2300,0.04
2400,-0.04
2500,-0.16
2600,0.1
2700,0.02
2800,0.0
2900,0.04
3000,0.08
3100,0.0
3200,0.06
3300,0.04
3400,0.0
3500,-0.08
3600,-0.06
3700,-0.08
3800,0.08
3900,-0.16
4000,-0.16
4100,-0.04
4200,0.08
4300,0.1
4400,-0.2
4500,-0.02
4600,0.08
4700,0.04
4800,0.0
4900,0.06
