episode,reward
0,0.04
100,0.06
200,-0.1
300,0.1
400,-0.12
500,0.0
600,-0.02
700,-0.16
800,0.06
900,0.02
1000,-0.14
1100,-0.02
1200,0.16
1300,0.14
1400,0.08
1500,0.04
1600,0.1
1700,0.02
1800,-0.02
1900,0.0
2000,-0.1
2100,0.06
2200,0.12
2300,0.18
2400,0.0
2500,-0.06
2600,0.02
2700,0.02
2800,0.06
2900,-0.08
3000,-0.14
3100,-0.02
3200,-0.08
3300,-0.2
3400,0.16
3500,0.0
3600,-0.08
3700,0.02
3800,-0.02
3900,-0.18
4000,-0.08
4100,0.02
4200,0.02
4300,-0.06
4400,0.02
4500,0.04
4600,-0.02
4700,0.18
4800,-0.04
4900,0.08
