episode,reward
0,0.04
100,0.1
200,0.04
300,0.16
400,0.12
500,0.14
600,-0.04
700,0.0
800,-0.02
900,0.1
1000,-0.12
1100,-0.02
1200,0.04
1300,0.12
1400,-0.02
1500,-0.1
1600,0.08
1700,-0.14
1800,0.14
1900,-0.02
2000,0.1
2100,-0.12
2200,0.12
2300,0.04
2400,0.04
2500,0.02
2600,0.02
2700,-0.08
2800,-0.1
2900,0.0
3000,0.14
3100,0.16
3200,0.0
3300,-0.06
3400,-0.08
3500,-0.12
3600,0.12
3700,-0.1
3800,0.12
3900,-0.02
4000,0.04
4100,0.1
4200,-0.1
4300,0.0
4400,-0.06
4500,-0.06
4600,0.06
4700,-0.04
4800,0.04
4900,0.08
