episode,reward
0,0.04
100,-0.04
200,0.04
300,-0.08
400,0.04
500,-0.14
600,-0.06
700,-0.16
800,-0.06
900,-0.1
1000,0.02
1100,0.02
1200,0.12
1300,-0.2
1400,-0.14
1500,0.1
1600,0.0
1700,0.08
1800,0.16
1900,0.08
2000,-0.14
2100,0.1
2200,-0.1
2300,0.08
2400,0.02
2500,0.08
2600,-0.02
2700,-0.02
2800,0.04
2900,0.26
3000,-0.04
3100,0.0
3200,0.0
3300,-0.04
3400,-0.06
3500,-0.04
3600,0.1
3700,-0.02
3800,-0.04
3900,-0.08
4000,-0.02
4100,0.0
4200,-0.08
4300,-0.16
4400,-0.22
4500,-0.04
4600,-0.04
4700,0.14
4800,-0.02
4900,0.02
