episode,reward
0,0.04
100,-0.14
200,-0.02
300,0.12
400,0.02
500,-0.1
600,0.02
700,0.04
800,-0.06
900,0.04
1000,-0.02
1100,-0.06
1200,0.06
1300,0.0
1400,-0.04
1500,0.22
1600,-0.18
1700,0.04
1800,0.06
1900,0.2
2000,0.1
2100,-0.04
2200,-0.1
2300,-0.04
2400,-0.02
2500,0.26
2600,-0.04
2700,0.1
2800,0.06
2900,0.14
3000,0.06
3100,0.16
3200,-0.02
3300,0.08
3400,0.0
3500,0.08
3600,-0.02
3700,0.04
3800,-0.16
3900,0.04
4000,-0.12
4100,0.0
4200,0.28
4300,0.0
4400,0.04
4500,-0.12
4600,-0.04
4700,0.0
4800,-0.02
4900,-0.06
