episode,reward
0,0.04
100,0.04
200,-0.06
300,-0.4
400,-0.04
500,0.06
600,-0.02
700,-0.06
800,-0.02
900,0.22
1000,-0.12
1100,0.08
1200,0.06
1300,-0.04
1400,0.08
1500,0.12
1600,-0.1
1700,0.0
1800,-0.18
1900,-0.12
2000,0.08
2100,0.04
2200,0.0
2300,-0.04
2400,-0.02
2500,0.16
2600,0.08
2700,-0.22
2800,-0.02
2900,-0.06
3000,0.0
3100,0.06
3200,0.02
3300,0.02
3400,-0.02
3500,0.0
3600,0.0
3700,0.04
3800,0.02
3900,-0.02
4000,0.12
4100,-0.12
4200,-0.06
4300,-0.02
4400,-0.02
4500,0.02
4600,0.12
4700,0.1
4800,-0.02
4900,-0.04
