episode,reward
0,0.04
100,0.1
200,-0.04
300,0.04
400,0.12
500,-0.12
600,-0.02
700,0.04
800,0.02
900,0.18
1000,0.12
1100,0.1
1200,-0.04
1300,-0.06
1400,-0.12
1500,0.02
1600,0.02
1700,-0.08
1800,0.02
1900,-0.06
2000,-0.06
2100,-0.12
2200,0.0
2300,0.06
2400,0.08
2500,0.12
2600,0.04
2700,0.04
2800,0.06
2900,-0.02
3000,0.0
3100,-0.1
3200,0.04
3300,-0.02
3400,0.16
3500,-0.06
3600,-0.02
3700,0.12
3800,-0.06
3900,0.02
4000,0.18
4100,-0.02
4200,-0.1
4300,0.16
4400,-0.14
4500,-0.16
4600,-0.06
4700,-0.18
4800,0.12
4900,-0.02
