episode,reward
0,0.04
100,0.0
200,0.18
300,0.1
400,0.1
500,0.06
600,0.1
700,0.02
800,0.14
900,0.08
1000,0.1
1100,0.06
1200,-0.28
1300,0.16
1400,-0.06
1500,-0.18
1600,-0.06
1700,0.2
1800,-0.16
1900,0.04
2000,0.02
2100,0.16
2200,0.04
2300,-0.12
2400,0.04
2500,0.16
2600,-0.26
2700,0.06
2800,0.02
2900,0.1
3000,0.22
3100,-0.04
3200,0.1
3300,0.04
3400,0.0
3500,-0.06
3600,0.02
3700,0.04
3800,-0.02
3900,0.16
4000,0.12
4100,-0.02
4200,-0.02
4300,-0.08
4400,0.1
4500,0.16
4600,0.0
4700,0.12
4800,0.14
4900,-0.02
