episode,reward
0,0.04
100,0.04
200,-0.02
300,-0.06
400,-0.02
500,-0.08
600,0.14
700,-0.04
800,0.08
900,0.06
1000,0.1
1100,-0.1
1200,-0.2
1300,-0.02
1400,0.08
1500,-0.02
1600,0.14
1700,0.2
1800,-0.12
1900,0.2
2000,0.1
2100,0.02
2200,0.18
2300,-0.14
2400,0.14
2500,0.06
2600,0.1
2700,-0.16
2800,0.0
2900,0.0
3000,0.12
3100,-0.18
3200,-0.1
3300,0.02
3400,0.12
3500,0.16
3600,-0.16
3700,0.08
3800,0.12
3900,-0.06
4000,-0.16
4100,-0.02
4200,-0.12
4300,0.04
4400,0.16
4500,-0.06
4600,0.16
4700,0.34
4800,0.1
4900,0.06
