episode,reward
0,0.04
100,0.1
200,0.04
300,0.06
400,0.04
500,-0.04
600,-0.04
700,-0.12
800,0.16
900,0.0
1000,0.1
1100,-0.02
1200,0.16
1300,0.06
1400,0.02
1500,-0.04
1600,0.1
1700,-0.02
1800,-0.06
1900,-0.06
2000,-0.08
2100,0.14
2200,-0.08
2300,-0.06
2400,-0.02
2500,0.1
2600,-0.04
2700,0.14
2800,-0.04
2900,0.18
3000,-0.06
3100,0.2
3200,0.12
3300,0.04
3400,-0.04
3500,0.02
3600,-0.06
3700,-0.08
3800,-0.2
3900,-0.06
4000,-0.16
4100,-0.1
4200,-0.14
4300,-0.02
4400,-0.08
4500,-0.04
4600,0.02
4700,0.0
4800,0.14
4900,0.16
