# _tick,_time,frames,mean_episode_return_0,loss_0,mean_episode_return_1,loss_1
0,1745395792.280801,0,-0.014492753893136978,1.003956913948059,0,0
1,1745395792.2946148,3200,-0.014492753893136978,1.003956913948059,0.0,1.0023910999298096
2,1745395794.9636884,6400,-0.03502415493130684,1.0052953958511353,0.0,1.0023910999298096
3,1745395794.9657366,9600,-0.03502415493130684,1.0052953958511353,0.02777777798473835,0.9925198554992676
4,1745395797.5653546,12800,0.022804411128163338,1.010058879852295,0.02777777798473835,0.9925198554992676
5,1745395797.8432982,16000,0.022804411128163338,1.010058879852295,-0.013111651875078678,1.0198131799697876
6,1745395800.2410402,19200,0.004140346311032772,0.9997830390930176,-0.013111651875078678,1.0198131799697876
7,1745395800.645061,22400,0.004140346311032772,0.9997830390930176,0.004659014753997326,0.9910818338394165
8,1745395803.0459185,25600,-0.0055112531408667564,1.0016717910766602,0.004659014753997326,0.9910818338394165
9,1745395803.372588,28800,-0.0055112531408667564,1.0016717910766602,0.02137427218258381,1.0023396015167236
10,1745395806.1970532,32000,0.0041792201809585094,0.999238908290863,0.02137427218258381,1.0023396015167236
11,1745395806.5100896,35200,0.0041792201809585094,0.999238908290863,0.0012724517146125436,1.0026447772979736
12,1745395809.1331382,38400,-0.0008134155650623143,1.003259301185608,0.0012724517146125436,1.0026447772979736
13,1745395809.6007268,41600,-0.0008134155650623143,1.003259301185608,0.008389942348003387,0.9961281418800354
14,1745395812.1774325,44800,-0.0043882098980247974,1.0006259679794312,0.008389942348003387,0.9961281418800354
15,1745395812.6140847,48000,-0.0043882098980247974,1.0006259679794312,0.010964388027787209,0.9985933899879456
16,1745395815.018347,51200,0.0018606845987960696,0.9971332550048828,0.010964388027787209,0.9985933899879456
17,1745395815.5946946,54400,0.0018606845987960696,0.9971332550048828,-0.0029522900003939867,1.0134694576263428
18,1745395818.2327642,57600,0.010370269417762756,0.991497814655304,-0.0029522900003939867,1.0134694576263428
19,1745395818.780132,60800,0.010370269417762756,0.991497814655304,-0.014421766623854637,0.9997625946998596
20,1745395821.342274,64000,0.012651246041059494,1.0004040002822876,-0.014421766623854637,0.9997625946998596
21,1745395822.1160886,67200,0.012651246041059494,1.0004040002822876,-0.010585444048047066,1.002263069152832
22,1745395824.5915623,70400,-0.0014238596195355058,1.0213093757629395,-0.010585444048047066,1.002263069152832
23,1745395825.3592396,73600,-0.0014238596195355058,1.0213093757629395,0.002886603819206357,0.9936679005622864
24,1745395827.7439053,76800,0.016357187181711197,1.0046061277389526,0.002886603819206357,0.9936679005622864
25,1745395828.5383368,80000,0.016357187181711197,1.0046061277389526,-0.01114214863628149,1.0144858360290527
26,1745395830.85626,83200,0.018206924200057983,0.9958575367927551,-0.01114214863628149,1.0144858360290527
27,1745395831.7852905,86400,0.018206924200057983,0.9958575367927551,-0.020236393436789513,1.0012174844741821
28,1745395834.0569508,89600,0.023756416514515877,0.9933135509490967,-0.020236393436789513,1.0012174844741821
29,1745395835.0741904,92800,0.023756416514515877,0.9933135509490967,-0.027388421818614006,0.999545156955719
30,1745395837.1938884,96000,0.02942812815308571,0.9852404594421387,-0.027388421818614006,0.999545156955719
31,1745395838.3654242,99200,0.02942812815308571,0.9852404594421387,-0.0290681142359972,0.9975706338882446
32,1745395840.5031471,102400,0.02355455607175827,1.010483980178833,-0.0290681142359972,0.9975706338882446
33,1745395841.72708,105600,0.02355455607175827,1.010483980178833,-0.01979519985616207,1.0098868608474731
34,1745395843.5083032,108800,0.012060785666108131,1.0175604820251465,-0.01979519985616207,1.0098868608474731
35,1745395844.8641028,112000,0.012060785666108131,1.0175604820251465,-0.017853714525699615,0.9992415904998779
36,1745395846.688997,115200,0.014281985349953175,0.9953003525733948,-0.017853714525699615,0.9992415904998779
37,1745395848.1595225,118400,0.014281985349953175,0.9953003525733948,-0.010697717778384686,0.9960177540779114
38,1745395849.9785976,121600,0.007369539234787226,1.010093092918396,-0.010697717778384686,0.9960177540779114
