# _tick,_time,frames,mean_episode_return_0,loss_0,mean_episode_return_1,loss_1
0,1745359179.410707,0,0.0923076942563057,0.9995967745780945,0,0
1,1745359179.515222,3200,0.0923076942563057,0.9995967745780945,-0.08955223858356476,1.0006399154663086
2,1745359181.759299,6400,0.035664334893226624,0.9997830390930176,-0.08955223858356476,1.0006399154663086
3,1745359181.9505782,9600,0.035664334893226624,0.9997830390930176,-0.03088723123073578,1.0002175569534302
4,1745359184.622023,12800,0.0374748520553112,1.0012164115905762,-0.03088723123073578,1.0002175569534302
5,1745359184.8221958,16000,0.0374748520553112,1.0012164115905762,-0.03448037803173065,0.9969291090965271
6,1745359187.394129,19200,0.033661697059869766,1.0005449056625366,-0.03448037803173065,0.9969291090965271
7,1745359187.726123,22400,0.033661697059869766,1.0005449056625366,-0.027633333578705788,1.0023322105407715
8,1745359190.3464053,25600,0.02227819338440895,1.003036618232727,-0.027633333578705788,1.0023322105407715
9,1745359190.8939066,28800,0.02227819338440895,1.003036618232727,-0.025091741234064102,1.0030320882797241
10,1745359193.7028675,32000,0.039398495107889175,0.9964481592178345,-0.025091741234064102,1.0030320882797241
11,1745359194.0764785,35200,0.039398495107889175,0.9964481592178345,-0.04545758664608002,0.9983149170875549
12,1745359196.8508568,38400,0.054178301244974136,0.9785403609275818,-0.04545758664608002,0.9983149170875549
13,1745359197.3552978,41600,0.054178301244974136,0.9785403609275818,-0.050778891891241074,0.9936569333076477
14,1745359200.1209772,44800,0.05398496612906456,0.9991872906684875,-0.050778891891241074,0.9936569333076477
15,1745359200.7336173,48000,0.05398496612906456,0.9991872906684875,-0.05595635995268822,0.9935731291770935
16,1745359203.3439941,51200,0.054620131850242615,1.0128896236419678,-0.05595635995268822,0.9935731291770935
