episode,reward
0,0.04
100,-0.18
200,0.02
300,-0.14
400,0.04
500,0.08
600,0.12
700,0.16
800,0.06
900,0.16
1000,0.0
1100,-0.06
1200,-0.06
1300,0.06
1400,0.1
1500,-0.1
1600,0.1
1700,0.28
1800,0.12
1900,0.06
2000,-0.08
2100,0.08
2200,0.06
2300,0.04
2400,0.14
2500,0.18
2600,0.0
2700,-0.08
2800,0.0
2900,0.0
3000,0.02
3100,0.06
3200,0.08
3300,0.14
3400,0.08
3500,0.12
3600,-0.16
3700,-0.06
3800,0.02
3900,-0.2
4000,0.06
4100,-0.02
4200,0.08
4300,0.06
4400,0.0
4500,0.24
4600,0.22
4700,0.0
4800,-0.06
4900,0.06
