episode,reward
0,0.04
100,-0.1
200,-0.02
300,0.02
400,-0.02
500,0.02
600,0.08
700,0.02
800,0.24
900,-0.16
1000,-0.18
1100,-0.06
1200,-0.1
1300,0.08
1400,-0.08
1500,-0.06
1600,0.02
1700,0.1
1800,-0.26
1900,0.14
2000,-0.12
2100,0.1
2200,-0.06
2300,-0.02
2400,-0.08
2500,-0.1
2600,0.2
2700,-0.12
2800,0.12
2900,-0.1
3000,0.12
3100,-0.06
3200,0.02
3300,0.0
3400,0.06
3500,-0.06
3600,0.1
3700,-0.16
3800,-0.06
3900,0.04
4000,0.02
4100,0.08
4200,0.04
4300,0.26
4400,-0.02
4500,0.16
4600,0.14
4700,0.12
4800,0.22
4900,0.22
