episode,reward
0,0.04
100,0.02
200,-0.04
300,0.08
400,-0.16
500,-0.1
600,-0.06
700,0.02
800,0.08
900,0.02
1000,-0.02
1100,-0.08
1200,-0.1
1300,0.0
1400,0.18
1500,0.0
1600,0.06
1700,0.02
1800,0.06
1900,0.0
2000,-0.04
2100,0.04
2200,0.12
2300,0.04
2400,0.14
2500,-0.04
2600,0.18
2700,0.1
2800,0.04
2900,-0.04
3000,0.22
3100,0.0
3200,-0.18
3300,-0.02
3400,0.1
3500,-0.16
3600,-0.06
3700,0.04
3800,-0.12
3900,0.08
4000,0.14
4100,0.18
4200,0.04
4300,-0.04
4400,0.1
4500,0.02
4600,0.0
4700,0.0
4800,0.04
4900,0.1
