episode,reward
0,0.04
100,0.08
200,-0.1
300,0.08
400,-0.18
500,-0.12
600,0.0
700,-0.04
800,-0.04
900,-0.06
1000,0.04
1100,-0.04
1200,0.14
1300,-0.06
1400,0.18
1500,0.28
1600,0.02
1700,-0.12
1800,0.1
1900,-0.3
2000,-0.06
2100,-0.12
2200,0.1
2300,-0.08
2400,0.1
2500,0.14
2600,0.06
2700,-0.16
2800,0.04
2900,-0.22
3000,0.06
3100,0.06
3200,-0.08
3300,0.02
3400,-0.06
3500,0.1
3600,-0.1
3700,0.08
3800,-0.12
3900,0.1
4000,-0.02
4100,-0.1
4200,0.14
4300,-0.16
4400,0.18
4500,-0.14
4600,0.02
4700,-0.16
4800,0.22
4900,-0.04
