episode,reward
0,0.04
100,0.0
200,-0.02
300,0.04
400,-0.16
500,-0.1
600,-0.06
700,-0.12
800,-0.12
900,0.08
1000,-0.04
1100,-0.04
1200,-0.04
1300,0.14
1400,-0.08
1500,-0.08
1600,0.22
1700,-0.1
1800,0.08
1900,-0.06
2000,-0.18
2100,0.1
2200,-0.02
2300,-0.08
2400,-0.08
2500,-0.02
2600,0.06
2700,0.08
2800,0.04
2900,-0.02
3000,0.18
3100,0.16
3200,0.06
3300,0.0
3400,0.06
3500,-0.06
3600,0.02
3700,0.24
3800,-0.04
3900,0.04
4000,-0.2
4100,0.08
4200,0.12
4300,-0.16
4400,-0.14
4500,-0.02
4600,-0.06
4700,-0.08
4800,-0.04
4900,-0.06
