episode,reward
0,0.04
100,0.1
200,-0.12
300,0.02
400,0.08
500,-0.1
600,0.0
700,-0.12
800,-0.18
900,-0.04
1000,-0.1
1100,0.06
1200,-0.14
1300,-0.1
1400,-0.1
1500,0.08
1600,-0.02
1700,0.1
1800,-0.12
1900,-0.12
2000,0.0
2100,0.0
2200,-0.1
2300,-0.06
2400,-0.06
2500,0.14
2600,0.1
2700,0.02
2800,-0.04
2900,0.04
3000,-0.04
3100,-0.08
3200,0.02
3300,0.0
3400,-0.06
3500,0.0
3600,0.08
3700,-0.08
3800,-0.16
3900,-0.06
4000,-0.18
4100,-0.1
4200,-0.08
4300,-0.08
4400,-0.02
4500,-0.06
4600,-0.08
4700,-0.02
4800,0.06
4900,0.04
