episode,reward
0,0.06
100,0.08
200,-0.06
300,-0.12
400,-0.06
500,0.04
600,0.02
700,-0.02
800,0.0
900,-0.06
1000,-0.1
1100,0.06
1200,-0.02
1300,0.02
1400,0.1
1500,0.04
1600,-0.02
1700,-0.06
1800,0.08
1900,-0.2
2000,0.04
2100,-0.22
2200,-0.08
2300,0.1
2400,0.06
2500,0.06
2600,-0.12
2700,-0.04
2800,0.06
2900,0.1
