step,rl-loss,episode
54,0,0
2511,0.1481950581073761,100
4773,0.09408190101385117,200
7265,0.06966244429349899,300
9904,0.1282138228416443,400
12329,0.041116733103990555,500
14421,0.08070816844701767,600
17004,0.06779803335666656,700
19280,0.09217549115419388,800
21709,0.12479985505342484,900
24189,0.09605270624160767,1000
26163,0.055089071393013,1100
28440,0.042602382600307465,1200
30898,0.08710243552923203,1300
33243,0.06711263954639435,1400
35401,0.09093044698238373,1500
38022,0.06159944832324982,1600
40313,0.09583548456430435,1700
42570,0.038207754492759705,1800
44767,0.09751925617456436,1900
47086,0.040364425629377365,2000
49581,0.04724793881177902,2100
52118,0.08012547343969345,2200
54679,0.028551673516631126,2300
56948,0.024850811809301376,2400
59197,0.08603736758232117,2500
61539,0.1729687750339508,2600
63826,0.06099541112780571,2700
66072,0.06075100973248482,2800
68748,0.19942520558834076,2900
