# _tick,_time,frames,mean_episode_return_0,loss_0,mean_episode_return_1,loss_1
0,1745359298.869238,0,-0.016393441706895828,0.998323380947113,0,0
1,1745359299.0925913,3200,-0.016393441706895828,0.998323380947113,0.023622047156095505,0.9981396198272705
2,1745359301.4069715,6400,-0.08395429700613022,0.9857096672058105,0.023622047156095505,0.9981396198272705
3,1745359301.6528513,9600,-0.08395429700613022,0.9857096672058105,0.08643788844347,0.9757273197174072
4,1745359303.9557424,12800,-0.05867956206202507,1.0160505771636963,0.08643788844347,0.9757273197174072
5,1745359304.396015,16000,-0.05867956206202507,1.0160505771636963,0.0630016028881073,1.0041344165802002
6,1745359306.997145,19200,-0.05778919905424118,0.9942591786384583,0.0630016028881073,1.0041344165802002
7,1745359307.4851081,22400,-0.05778919905424118,0.9942591786384583,0.06263581663370132,0.9857850670814514
8,1745359309.8053489,25600,-0.04773511737585068,1.0169755220413208,0.06263581663370132,0.9857850670814514
9,1745359310.33683,28800,-0.04773511737585068,1.0169755220413208,0.04128512367606163,1.0354282855987549
10,1745359312.8952603,32000,-0.025073381140828133,1.0041096210479736,0.04128512367606163,1.0354282855987549
11,1745359313.2100923,35200,-0.025073381140828133,1.0041096210479736,0.027051327750086784,1.0016177892684937
12,1745359315.723418,38400,-0.018062898889183998,0.9995684027671814,0.027051327750086784,1.0016177892684937
13,1745359316.2962537,41600,-0.018062898889183998,0.9995684027671814,0.018922461196780205,0.9927910566329956
14,1745359318.6759796,44800,-0.022749481722712517,1.0003180503845215,0.018922461196780205,0.9927910566329956
15,1745359319.1759527,48000,-0.022749481722712517,1.0003180503845215,0.026039913296699524,0.9951686263084412
16,1745359321.6424139,51200,-0.03514713793992996,0.9985907673835754,0.026039913296699524,0.9951686263084412
