episode,reward
0,0.04
100,-0.06
200,0.18
300,0.06
400,-0.08
500,-0.02
600,0.1
700,0.08
800,-0.04
900,0.1
1000,-0.1
1100,-0.1
1200,-0.2
1300,0.04
1400,0.24
1500,-0.14
1600,-0.06
1700,-0.1
1800,-0.08
1900,-0.18
2000,0.22
2100,0.02
2200,-0.06
2300,0.14
2400,0.22
2500,0.16
2600,-0.08
2700,0.12
2800,0.08
2900,-0.12
3000,0.04
3100,0.2
3200,-0.14
3300,0.04
3400,0.16
3500,-0.2
3600,0.0
3700,0.12
3800,0.2
3900,-0.04
4000,0.14
4100,0.08
4200,-0.08
4300,0.14
4400,0.02
4500,-0.06
4600,0.1
4700,0.08
4800,0.04
4900,0.1
