episode,reward
0,0.04
100,0.04
200,-0.06
300,-0.04
400,-0.1
500,0.14
600,-0.02
700,0.1
800,-0.06
900,0.04
1000,0.12
1100,0.16
1200,-0.04
1300,0.16
1400,0.16
1500,0.02
1600,0.0
1700,0.02
1800,-0.02
1900,-0.1
2000,0.24
2100,0.02
2200,-0.06
2300,0.06
2400,0.06
2500,0.1
2600,-0.02
2700,0.12
2800,0.08
2900,0.0
3000,-0.06
3100,-0.06
3200,0.14
3300,0.0
3400,-0.06
3500,-0.08
3600,0.04
3700,-0.02
3800,-0.24
3900,0.12
4000,0.08
4100,0.1
4200,-0.02
4300,0.06
4400,0.06
4500,-0.24
4600,0.2
4700,0.12
4800,-0.08
4900,0.0
