episode,reward
0,0.04
100,-0.1
200,-0.04
300,0.16
400,0.02
500,0.02
600,0.04
700,0.04
800,-0.02
900,0.04
1000,-0.1
1100,-0.08
1200,-0.08
1300,0.06
1400,0.04
1500,-0.04
1600,-0.16
1700,-0.1
1800,-0.14
1900,0.04
2000,0.14
2100,0.08
2200,0.1
2300,-0.16
2400,0.02
2500,-0.06
2600,0.1
2700,-0.22
2800,0.1
2900,0.1
3000,-0.06
3100,0.28
3200,-0.04
3300,-0.1
3400,0.04
3500,0.02
3600,0.02
3700,0.06
3800,0.0
3900,0.04
4000,0.04
4100,-0.02
4200,0.06
4300,0.26
4400,0.0
4500,-0.14
4600,0.02
4700,0.04
4800,0.04
4900,0.1
