episode,reward
0,0.04
100,-0.06
200,0.04
300,-0.14
400,-0.06
500,-0.1
600,-0.06
700,0.0
800,0.06
900,-0.02
1000,-0.04
1100,-0.02
1200,-0.04
1300,0.04
1400,-0.04
1500,-0.04
1600,0.04
1700,-0.02
1800,0.02
1900,-0.14
2000,-0.02
2100,-0.14
2200,-0.02
2300,-0.04
2400,0.12
2500,-0.08
2600,0.02
2700,-0.02
2800,-0.06
2900,-0.2
3000,0.08
3100,0.02
3200,0.16
3300,0.08
3400,-0.06
3500,0.0
3600,0.04
3700,0.02
3800,-0.04
3900,-0.1
4000,-0.08
4100,-0.04
4200,0.02
4300,-0.04
4400,0.02
4500,0.02
4600,-0.08
4700,0.16
4800,0.02
4900,-0.2
