episode,reward
0,0.04
100,0.0
200,-0.06
300,-0.1
400,0.1
500,-0.08
600,0.06
700,-0.06
800,0.18
900,0.1
1000,0.0
1100,0.06
1200,-0.04
1300,0.02
1400,-0.06
1500,0.06
1600,0.0
1700,0.1
1800,0.0
1900,-0.1
2000,-0.06
2100,0.04
2200,-0.1
2300,0.12
2400,-0.22
2500,-0.08
2600,0.12
2700,0.32
2800,0.04
2900,-0.32
3000,0.08
3100,0.06
3200,0.0
3300,0.14
3400,0.0
3500,-0.2
3600,0.02
3700,-0.06
3800,0.12
3900,-0.04
4000,-0.02
4100,-0.16
4200,-0.08
4300,0.1
4400,0.24
4500,-0.02
4600,0.04
4700,0.0
4800,-0.04
4900,0.12
