episode,reward
0,0.04
100,-0.16
200,-0.02
300,-0.06
400,0.02
500,-0.06
600,0.16
700,0.0
800,-0.06
900,0.16
1000,-0.04
1100,0.06
1200,0.08
1300,0.02
1400,-0.12
1500,-0.08
1600,-0.04
1700,0.06
1800,0.1
1900,-0.02
2000,0.1
2100,-0.08
2200,0.04
2300,-0.08
2400,-0.1
2500,0.02
2600,-0.16
2700,-0.14
2800,0.02
2900,0.3
3000,0.0
3100,0.0
3200,0.14
3300,0.04
3400,0.0
3500,0.26
3600,-0.02
3700,-0.04
3800,-0.02
3900,-0.04
4000,0.16
4100,-0.02
4200,0.12
4300,0.0
4400,0.1
4500,-0.06
4600,-0.06
4700,-0.16
4800,0.1
4900,-0.08
