episode,reward
0,0.04
100,-0.14
200,0.02
300,0.2
400,-0.02
500,-0.02
600,-0.02
700,0.06
800,-0.24
900,0.04
1000,-0.04
1100,0.2
1200,0.04
1300,-0.04
1400,0.02
1500,0.3
1600,0.18
1700,-0.14
1800,0.28
1900,-0.02
2000,0.04
2100,-0.08
2200,0.04
2300,0.12
2400,0.18
2500,0.14
2600,0.02
2700,0.04
2800,0.02
2900,-0.02
3000,0.0
3100,0.02
3200,-0.06
3300,0.08
3400,0.1
3500,-0.08
3600,0.04
3700,0.1
3800,0.16
3900,0.04
4000,0.06
4100,-0.06
4200,0.04
4300,0.02
4400,0.02
4500,-0.04
4600,-0.02
4700,-0.1
4800,-0.12
4900,0.08
