# _tick,_time,frames,mean_episode_return_0,loss_0,mean_episode_return_1,loss_1
0,1745528257.4020746,0,-0.007518797181546688,1.0,0,0
1,1745528257.4974563,3200,-0.007518797181546688,1.0,0.014925372786819935,1.0
2,1745528260.3279982,6400,-0.014550765976309776,1.0000346899032593,0.014925372786819935,1.0
3,1745528260.4475698,9600,-0.014550765976309776,1.0000346899032593,0.02829601988196373,0.9997128248214722
4,1745528263.5022998,12800,-0.0050056749023497105,1.0000132322311401,0.02829601988196373,0.9997128248214722
5,1745528263.6271634,16000,-0.0050056749023497105,1.0000132322311401,0.011669768951833248,0.9992856383323669
6,1745528266.5639002,19200,0.016318734735250473,1.000113844871521,0.011669768951833248,0.9992856383323669
7,1745528266.8592265,22400,0.016318734735250473,1.000113844871521,-0.025494249537587166,1.0010350942611694
8,1745528269.6789138,25600,0.002528673503547907,1.0000358819961548,-0.025494249537587166,1.0010350942611694
9,1745528270.1163716,28800,0.002528673503547907,1.0000358819961548,-0.0031768560875207186,0.9986538290977478
10,1745528272.8675566,32000,0.0009578019380569458,0.9999985098838806,-0.0031768560875207186,0.9986538290977478
11,1745528273.1544292,35200,0.0009578019380569458,0.9999985098838806,0.004201933741569519,0.9996739029884338
12,1745528276.0630574,38400,-0.00022177930804900825,1.000024676322937,0.004201933741569519,0.9996739029884338
13,1745528276.628615,41600,-0.00022177930804900825,1.000024676322937,-0.0033913489896804094,1.0010418891906738
14,1745528279.3424642,44800,0.014067687094211578,0.9999557137489319,-0.0033913489896804094,1.0010418891906738
15,1745528279.7714283,48000,0.014067687094211578,0.9999557137489319,-0.012582813389599323,0.9993118047714233
16,1745528282.5151758,51200,0.0030300207436084747,1.0002667903900146,-0.012582813389599323,0.9993118047714233
17,1745528282.8845239,54400,0.0030300207436084747,1.0002667903900146,0.008877006359398365,0.9963569641113281
18,1745528285.5841017,57600,-0.002828536555171013,1.0000011920928955,0.008877006359398365,0.9963569641113281
19,1745528286.1497934,60800,-0.002828536555171013,1.0000011920928955,0.0072485641576349735,0.9967535138130188
20,1745528288.672309,64000,-0.008543526753783226,0.9999974370002747,0.0072485641576349735,0.9967535138130188
21,1745528289.238918,67200,-0.008543526753783226,0.9999974370002747,0.0052909026853740215,0.9988396763801575
22,1745528291.707854,70400,0.0029826839454472065,1.0000267028808594,0.0052909026853740215,0.9988396763801575
23,1745528292.542535,73600,0.0029826839454472065,1.0000267028808594,0.0019362408202141523,0.9999021887779236
24,1745528295.3597682,76800,-0.010067266412079334,0.9999731779098511,0.0019362408202141523,0.9999021887779236
25,1745528295.8574667,80000,-0.010067266412079334,0.9999731779098511,0.013578427024185658,0.9936783909797668
26,1745528298.4367049,83200,-0.012453766539692879,0.9999812245368958,0.013578427024185658,0.9936783909797668
