episode,reward
0,0.04
100,-0.12
200,-0.08
300,0.1
400,-0.28
500,-0.06
600,0.14
700,0.1
800,0.06
900,0.08
1000,0.1
1100,-0.08
1200,-0.02
1300,-0.1
1400,0.1
1500,0.0
1600,0.08
1700,0.0
1800,0.04
1900,0.1
2000,0.02
2100,-0.12
2200,-0.08
2300,0.1
2400,0.02
2500,0.14
2600,0.0
2700,-0.08
2800,-0.14
2900,-0.02
3000,0.1
3100,0.16
3200,-0.12
3300,0.16
3400,-0.02
3500,0.04
3600,-0.04
3700,0.16
3800,-0.06
3900,0.12
4000,0.22
4100,0.22
4200,-0.04
4300,0.14
4400,-0.04
4500,-0.18
4600,0.08
4700,-0.16
4800,-0.08
4900,0.08
