step,rl-loss,episode
13,0,0
2597,0.06326418370008469,100
4739,0.06645013391971588,200
7090,0.10840404778718948,300
9687,0.07920306921005249,400
11956,0.06320503354072571,500
14356,0.11052131652832031,600
16538,0.13437224924564362,700
18583,0.09265536069869995,800
21022,0.04260198771953583,900
