episode,reward
0,0.04
100,0.06
200,0.14
300,-0.14
400,-0.06
500,-0.02
600,0.0
700,0.06
800,-0.02
900,-0.02
1000,0.08
1100,0.04
1200,0.02
1300,-0.22
1400,0.18
1500,0.08
1600,0.16
1700,0.14
1800,0.04
1900,-0.02
2000,0.1
2100,0.18
2200,-0.16
2300,0.06
2400,0.14
2500,0.04
2600,0.18
2700,0.18
2800,0.12
2900,-0.06
3000,0.0
3100,0.22
3200,-0.1
3300,0.1
3400,0.14
3500,0.04
3600,0.08
3700,-0.02
3800,0.02
3900,0.04
4000,0.12
4100,-0.12
4200,0.04
4300,-0.04
4400,-0.02
4500,0.06
4600,-0.08
4700,-0.14
4800,0.06
4900,0.08
