episode,reward
0,0.04
100,0.26
200,-0.08
300,0.06
400,-0.1
500,0.02
600,0.08
700,-0.12
800,0.12
900,0.04
1000,-0.02
1100,0.24
1200,0.12
1300,0.02
1400,0.08
1500,0.1
1600,-0.08
1700,0.02
1800,0.04
1900,0.1
2000,0.12
2100,0.08
2200,-0.16
2300,0.12
2400,-0.1
2500,-0.04
2600,0.04
2700,-0.08
2800,0.16
2900,-0.1
3000,0.08
3100,-0.04
3200,0.12
3300,0.2
3400,0.06
3500,-0.04
3600,-0.12
3700,0.12
3800,0.0
3900,0.14
4000,0.0
4100,0.04
4200,-0.24
4300,0.08
4400,-0.16
4500,-0.06
4600,-0.14
4700,-0.12
4800,0.02
4900,-0.02
