episode,reward
0,0.04
100,-0.04
200,-0.08
300,-0.06
400,-0.02
500,-0.16
600,0.1
700,0.02
800,0.04
900,0.04
1000,0.04
1100,0.12
1200,-0.12
1300,0.1
1400,0.02
1500,-0.02
1600,0.2
1700,0.1
1800,0.0
1900,0.04
2000,0.12
2100,0.06
2200,0.0
2300,0.02
2400,-0.04
2500,0.14
2600,0.02
2700,0.04
2800,-0.14
2900,0.2
3000,-0.04
3100,0.16
3200,0.08
3300,0.04
3400,-0.06
3500,0.0
3600,-0.14
3700,-0.12
3800,-0.06
3900,0.14
4000,0.12
4100,-0.08
4200,0.02
4300,0.02
4400,-0.06
4500,0.22
4600,0.1
4700,-0.16
4800,-0.1
4900,0.14
