episode,reward
0,0.04
100,-0.08
200,-0.04
300,0.22
400,-0.04
500,-0.04
600,-0.02
700,-0.04
800,0.18
900,0.06
1000,0.06
1100,0.04
1200,0.12
1300,0.04
1400,0.08
1500,0.06
1600,-0.02
1700,-0.06
1800,-0.1
1900,0.0
2000,0.18
2100,0.02
2200,-0.18
2300,-0.02
2400,-0.02
2500,0.08
2600,0.0
2700,0.1
2800,0.0
2900,0.06
3000,0.02
3100,-0.04
3200,0.04
3300,-0.26
3400,0.12
3500,0.06
3600,0.0
3700,-0.08
3800,-0.06
3900,-0.06
4000,-0.1
4100,-0.02
4200,-0.2
4300,0.12
4400,-0.06
4500,-0.06
4600,-0.04
4700,-0.18
4800,-0.02
4900,-0.08
