step,rl-loss,episode
13,0,0
2183,0.32515695691108704,100
4457,0.149537593126297,200
6634,0.0794670432806015,300
8843,0.14233137667179108,400
11547,0.18831978738307953,500
14151,0.0466272309422493,600
16386,0.044938020408153534,700
18525,0.044337980449199677,800
20883,0.06197574734687805,900
23579,0.06541916728019714,1000
26052,0.026706911623477936,1100
28427,0.03356723487377167,1200
30739,0.08650562912225723,1300
33167,0.13119912147521973,1400
35582,0.0891733467578888,1500
37807,0.05843256786465645,1600
40012,0.03280262649059296,1700
42321,0.04908265173435211,1800
44795,0.08135455846786499,1900
47183,0.04626230522990227,2000
49529,0.06111253425478935,2100
51699,0.02879314497113228,2200
54130,0.07034251093864441,2300
56225,0.07409131526947021,2400
58349,0.09152422100305557,2500
60579,0.10644988715648651,2600
62871,0.08380552381277084,2700
65129,0.1250125765800476,2800
67536,0.12462203204631805,2900
70021,0.07599146664142609,3000
72149,0.04463881999254227,3100
74421,0.10097470879554749,3200
76728,0.1072341799736023,3300
79195,0.12885388731956482,3400
81659,0.07337653636932373,3500
83879,0.05075044184923172,3600
86197,0.08109167218208313,3700
88783,0.1523086130619049,3800
90993,0.06114739179611206,3900
93149,0.091986283659935,4000
95476,0.07884307205677032,4100
97780,0.15505588054656982,4200
100144,0.10929526388645172,4300
102413,0.06613260507583618,4400
104761,0.12364549934864044,4500
107138,0.08815903216600418,4600
109389,0.1494068205356598,4700
111881,0.09783998131752014,4800
114153,0.07894272357225418,4900
116506,0.06405267864465714,5000
118836,0.1519216001033783,5100
121476,0.5415518283843994,5200
123674,0.21131758391857147,5300
125853,0.11681795865297318,5400
128219,0.21667377650737762,5500
130738,0.44535398483276367,5600
132982,0.4503783881664276,5700
135321,0.2147376537322998,5800
137839,0.46603772044181824,5900
140115,0.47598007321357727,6000
142527,0.6488352417945862,6100
144794,1.172990322113037,6200
146851,0.9861451983451843,6300
149298,0.3784947693347931,6400
151758,0.30312785506248474,6500
154356,0.4913112223148346,6600
156647,0.12575261294841766,6700
159104,0.41008442640304565,6800
161118,0.4803691506385803,6900
163377,0.2882974147796631,7000
165735,0.3485059440135956,7100
168215,1.0031551122665405,7200
170657,0.1662510335445404,7300
172983,0.8003439903259277,7400
175341,0.7504342198371887,7500
177339,0.10530548542737961,7600
179376,0.2891060709953308,7700
182128,0.3180277645587921,7800
184368,0.2195487916469574,7900
186718,0.13150519132614136,8000
188688,0.19020186364650726,8100
190948,0.2048264592885971,8200
193352,0.12469770759344101,8300
195611,0.07193829119205475,8400
197861,0.10101903975009918,8500
200189,0.13972239196300507,8600
202484,0.06667404621839523,8700
204868,0.11024798452854156,8800
207088,0.08059705793857574,8900
209500,0.12702685594558716,9000
211944,0.06414582580327988,9100
214034,0.028973527252674103,9200
216766,0.041464220732450485,9300
219029,0.03512942045927048,9400
221411,0.08991856873035431,9500
223388,0.0220327191054821,9600
225690,0.046332284808158875,9700
227988,0.010373396798968315,9800
230093,0.03652097284793854,9900
