episode,reward
0,0.04
100,0.02
200,0.12
300,-0.1
400,-0.12
500,0.06
600,0.04
700,0.06
800,-0.02
900,0.06
1000,0.1
1100,0.16
1200,0.0
1300,0.16
1400,0.0
1500,-0.04
1600,-0.04
1700,0.16
1800,0.06
1900,0.06
2000,0.02
2100,-0.12
2200,0.02
2300,0.06
2400,0.02
2500,0.04
2600,0.1
2700,0.1
2800,-0.06
2900,0.0
3000,0.16
3100,0.02
3200,-0.1
3300,0.0
3400,-0.14
3500,-0.06
3600,-0.04
3700,0.1
3800,-0.04
3900,-0.06
4000,-0.02
4100,0.12
4200,0.16
4300,-0.12
4400,0.14
4500,-0.08
4600,0.04
4700,0.06
4800,0.08
4900,0.06
