# _tick,_time,frames,mean_episode_return_0,loss_0,mean_episode_return_1,loss_1
0,1744012605.1791077,0,0,0,0.08571428805589676,1.026705265045166
1,1744012605.1830947,3200,-0.10144927352666855,1.009730339050293,0.08571428805589676,1.026705265045166
2,1744012607.9419553,6400,-0.05460060387849808,1.0055869817733765,0.08571428805589676,1.026705265045166
3,1744012607.945944,9600,-0.05460060387849808,1.0055869817733765,0.05066964402794838,0.9990500807762146
4,1744012610.5450406,12800,-0.024054722860455513,0.9957994818687439,0.05066964402794838,0.9990500807762146
5,1744012610.8631904,16000,-0.024054722860455513,0.9957994818687439,0.01928700879216194,0.9926931858062744
6,1744012613.385709,19200,-0.018041042611002922,1.0027554035186768,0.01928700879216194,0.9926931858062744
7,1744012613.667954,22400,-0.018041042611002922,1.0027554035186768,0.019710011780261993,0.9911856055259705
8,1744012616.2410774,25600,-0.013034234754741192,0.9997703433036804,0.019710011780261993,0.9911856055259705
9,1744012616.674438,28800,-0.013034234754741192,0.9997703433036804,0.01021245401352644,1.0042942762374878
10,1744012619.3034089,32000,0.011282660067081451,1.0090309381484985,0.01021245401352644,1.0042942762374878
11,1744012619.6594567,35200,0.011282660067081451,1.0090309381484985,-0.011759892106056213,1.005662202835083
12,1744012622.171139,38400,0.010698599740862846,0.9988849759101868,-0.011759892106056213,1.005662202835083
13,1744012622.6388874,41600,0.010698599740862846,0.9988849759101868,-0.009037153795361519,0.9995172023773193
14,1744012625.1551597,44800,0.014718418940901756,0.9987636804580688,-0.009037153795361519,0.9995172023773193
15,1744012625.5820224,48000,0.014718418940901756,0.9987636804580688,-0.013941993936896324,0.99988853931427
16,1744012628.0693686,51200,0.004536030814051628,0.9974915385246277,-0.013941993936896324,0.99988853931427
17,1744012628.6518114,54400,0.004536030814051628,0.9974915385246277,-0.004985475912690163,0.9992090463638306
18,1744012630.8449485,57600,0.00048530512140132487,1.0007319450378418,-0.004985475912690163,0.9992090463638306
19,1744012631.5221374,60800,0.00048530512140132487,1.0007319450378418,0.005657997913658619,0.9979856610298157
20,1744012633.980381,64000,-0.0014141001738607883,0.9996078610420227,0.005657997913658619,0.9979856610298157
21,1744012634.595735,67200,-0.0014141001738607883,0.9996078610420227,0.0027193918358534575,0.9998990893363953
22,1744012636.9054165,70400,0.0023802106734365225,0.9971449971199036,0.0027193918358534575,0.9998990893363953
23,1744012637.7222314,73600,0.0023802106734365225,0.9971449971199036,-0.0028263721615076065,0.9992030262947083
24,1744012639.9742107,76800,0.002197117544710636,0.999153196811676,-0.0028263721615076065,0.9992030262947083
25,1744012640.611506,80000,0.002197117544710636,0.999153196811676,-0.0020305898506194353,0.9972866177558899
26,1744012642.9323018,83200,0.008130989037454128,0.9966781139373779,-0.0020305898506194353,0.9972866177558899
27,1744012643.6723228,86400,0.008130989037454128,0.9966781139373779,-0.011339329183101654,1.006281852722168
28,1744012645.7826803,89600,0.01468112226575613,0.9916811585426331,-0.011339329183101654,1.006281852722168
29,1744012646.7231693,92800,0.01468112226575613,0.9916811585426331,-0.013286075554788113,0.9983291625976562
30,1744012648.6031406,96000,0.007513552904129028,1.0027225017547607,-0.013286075554788113,0.9983291625976562
31,1744012649.5585854,99200,0.007513552904129028,1.0027225017547607,-0.0031471848487854004,1.0048747062683105
32,1744012651.5827267,102400,0.002348521491512656,1.0078389644622803,-0.0031471848487854004,1.0048747062683105
33,1744012652.824411,105600,0.002348521491512656,1.0078389644622803,2.8049245770489506e-07,0.9974302053451538
34,1744012654.598663,108800,0.004010162316262722,0.9982563257217407,2.8049245770489506e-07,0.9974302053451538
35,1744012655.5770488,112000,0.004010162316262722,0.9982563257217407,2.649095449669403e-07,0.9979643225669861
36,1744012658.080929,115200,0.0008517317473888397,1.0053894519805908,2.649095449669403e-07,0.9979643225669861
37,1744012659.3899417,118400,0.0008517317473888397,1.0053894519805908,0.004558891989290714,0.9867485761642456
38,1744012661.6359372,121600,-0.0034162073861807585,0.999330461025238,0.004558891989290714,0.9867485761642456
39,1744012662.9444382,124800,-0.0034162073861807585,0.999330461025238,-0.0005301639321260154,1.0335314273834229
40,1744012665.1295965,128000,0.004153878893703222,0.9977558255195618,-0.0005301639321260154,1.0335314273834229
41,1744012666.6465604,131200,0.004153878893703222,0.9977558255195618,-0.006457299925386906,0.9992833137512207
42,1744012668.6631489,134400,0.007186254486441612,0.998228907585144,-0.006457299925386906,0.9992833137512207
43,1744012670.0768938,137600,0.007186254486441612,0.998228907585144,-0.006163786165416241,0.996661365032196
