# _tick,_time,frames,mean_episode_return_0,loss_0,mean_episode_return_1,loss_1
0,1745315814.4984007,0,-0.013698630034923553,1.0,0,0
1,1745315814.6292608,3200,-0.013698630034923553,1.0,0.006802720949053764,1.000411868095398
2,1745315819.669158,6400,0.008775684982538223,1.0000059604644775,0.006802720949053764,1.000411868095398
3,1745315820.0259955,9600,0.008775684982538223,1.0000059604644775,-0.018986698240041733,0.9966147541999817
4,1745315825.1544378,12800,0.07561790198087692,1.0002517700195312,-0.018986698240041733,0.9966147541999817
5,1745315825.6463234,16000,0.07561790198087692,1.0002517700195312,-0.07638329267501831,1.0181576013565063
6,1745315831.0171714,19200,0.05123896896839142,0.9999834895133972,-0.07638329267501831,1.0181576013565063
7,1745315831.68124,22400,0.05123896896839142,0.9999834895133972,-0.04609344154596329,1.0005404949188232
8,1745315836.8974774,25600,0.028225218877196312,1.0000543594360352,-0.04609344154596329,1.0005404949188232
9,1745315837.6477284,28800,0.028225218877196312,1.0000543594360352,-0.027219582349061966,0.9993674755096436
10,1745315842.802937,32000,0.011443722061812878,1.0000135898590088,-0.027219582349061966,0.9993674755096436
11,1745315843.6385546,35200,0.011443722061812878,1.0000135898590088,-0.007977101020514965,0.9905675053596497
12,1745315848.423893,38400,-0.010261934250593185,0.9999037981033325,-0.007977101020514965,0.9905675053596497
13,1745315849.0742242,41600,-0.010261934250593185,0.9999037981033325,0.017552729696035385,0.9771388173103333
14,1745315853.8081143,44800,-0.018761802464723587,1.0000345706939697,0.017552729696035385,0.9771388173103333
15,1745315854.872715,48000,-0.018761802464723587,1.0000345706939697,0.01856376603245735,1.0096646547317505
16,1745315859.3239622,51200,-0.01667715795338154,1.0000163316726685,0.01856376603245735,1.0096646547317505
17,1745315860.376842,54400,-0.01667715795338154,1.0000163316726685,0.015019644983112812,0.9964624643325806
18,1745315865.1603353,57600,-0.005205520894378424,1.0002429485321045,0.015019644983112812,0.9964624643325806
19,1745315866.1710365,60800,-0.005205520894378424,1.0002429485321045,0.00838947482407093,1.0089393854141235
20,1745315870.9792762,64000,-0.0011531927157193422,1.000011920928955,0.00838947482407093,1.0089393854141235
21,1745315871.9919653,67200,-0.0011531927157193422,1.000011920928955,0.0032977897208184004,0.9927035570144653
22,1745315876.4471223,70400,-0.010747015476226807,0.9998856782913208,0.0032977897208184004,0.9927035570144653
