episode,reward
0,0.04
100,-0.12
200,-0.12
300,-0.12
400,-0.16
500,0.04
600,0.02
700,0.1
800,0.08
900,-0.04
1000,0.02
1100,0.04
1200,-0.02
1300,0.12
1400,-0.06
1500,0.06
1600,0.02
1700,0.12
1800,0.0
1900,0.08
2000,0.12
2100,0.04
2200,0.12
2300,-0.12
2400,-0.06
2500,-0.16
2600,-0.16
2700,0.0
2800,0.2
2900,-0.12
3000,0.2
3100,0.06
3200,0.16
3300,-0.12
3400,0.14
3500,0.08
3600,0.18
3700,-0.02
3800,0.14
3900,-0.14
4000,-0.12
4100,-0.12
4200,0.1
4300,-0.06
4400,0.14
4500,0.0
4600,-0.02
4700,0.08
4800,0.08
4900,0.16
