episode,reward
0,0.04
100,-0.16
200,-0.1
300,0.02
400,-0.1
500,0.04
600,-0.02
700,0.12
800,0.06
900,-0.16
1000,0.06
1100,-0.02
1200,0.06
1300,0.12
1400,-0.1
1500,0.14
1600,0.02
1700,-0.06
1800,-0.16
1900,-0.1
2000,-0.04
2100,0.1
2200,-0.06
2300,0.0
2400,-0.02
2500,-0.08
2600,-0.08
2700,-0.12
2800,0.04
2900,0.04
3000,0.06
3100,-0.04
3200,0.08
3300,0.1
3400,0.1
3500,-0.12
3600,0.18
3700,0.04
3800,0.1
3900,0.04
4000,-0.04
4100,0.0
4200,0.06
4300,-0.06
4400,0.0
4500,0.2
4600,0.04
4700,0.1
4800,-0.02
4900,0.16
