episode,reward
0,0.04
100,-0.1
200,-0.18
300,0.06
400,-0.08
500,0.06
600,0.06
700,0.02
800,-0.06
900,0.12
1000,0.04
1100,0.0
1200,-0.02
1300,0.3
1400,0.1
1500,0.06
1600,0.16
1700,0.04
1800,0.1
1900,-0.1
2000,-0.06
2100,-0.02
2200,0.02
2300,0.06
2400,0.0
2500,-0.04
2600,0.0
2700,-0.02
2800,0.1
2900,0.12
3000,0.04
3100,0.12
3200,0.08
3300,0.06
3400,0.04
3500,0.0
3600,0.14
3700,0.1
3800,-0.06
3900,-0.12
4000,0.16
4100,0.02
4200,0.18
4300,-0.02
4400,0.08
4500,-0.06
4600,0.22
4700,-0.12
4800,0.0
4900,0.2
