episode,reward
0,0.04
100,0.04
200,0.02
300,-0.08
400,-0.08
500,0.2
600,-0.12
700,-0.06
800,0.0
900,-0.12
1000,0.04
1100,0.0
1200,-0.08
1300,0.16
1400,0.1
1500,0.02
1600,0.06
1700,-0.12
1800,-0.1
1900,-0.18
2000,0.12
2100,0.28
2200,-0.04
2300,0.04
2400,0.02
2500,-0.1
2600,0.22
2700,0.14
2800,0.06
2900,0.06
3000,0.1
3100,-0.04
3200,0.08
3300,0.14
3400,-0.1
3500,0.04
3600,0.16
3700,0.04
3800,0.1
3900,-0.06
4000,0.1
4100,0.06
4200,-0.04
4300,-0.08
4400,-0.04
4500,0.26
4600,-0.08
4700,0.02
4800,-0.22
4900,0.06
