episode,reward
0,0.04
100,0.14
200,-0.18
300,0.0
400,-0.04
500,0.08
600,-0.02
700,-0.08
800,0.04
900,-0.04
1000,0.08
1100,0.26
1200,0.1
1300,-0.08
1400,0.12
1500,-0.16
1600,-0.1
1700,0.1
1800,0.1
1900,0.04
2000,0.16
2100,0.0
2200,0.04
2300,0.22
2400,0.0
2500,0.04
2600,-0.12
2700,-0.18
2800,0.2
2900,0.1
3000,0.02
3100,-0.06
3200,0.08
3300,-0.02
3400,0.08
3500,-0.22
3600,-0.14
3700,0.02
3800,0.0
3900,0.06
4000,-0.08
4100,-0.14
4200,0.16
4300,0.0
4400,0.06
4500,0.06
4600,0.0
4700,-0.08
4800,0.18
4900,0.34
